"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"876","58","1590","8","322121","English","solid","0","red","0","striped","1","circle","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"212","212","223","True","5"
"877","58","921","9","212121","English","striped","1","red","0","square","0","polka-dotted","0","cloud","1","blue","1",NA,NA,NA,NA,NA,NA,"332","332","121","False","6"
"878","58","1968","10","323232","English","square","1","green","1","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"323","323","323","False","3"
"879","58","506","11","112132","English","striped","1","green","1","blue","0","solid","0.05","square","0.95","red","0",NA,NA,NA,NA,NA,NA,"312","311","323","True","6"
"880","58","2275","12","213232","English","circle","1","polka-dotted","0.95","striped","0.05","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","231","True","4"
"881","58","1800","13","322132","English","solid","1","circle","1","polka-dotted","0.05","red","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","232","212","True","4"
"882","58","1295","14","111111","English","green","0.95","solid","0.95","square","0","striped","0.05","polka-dotted","0.05","circle","0.95","red","0","cloud","0.05","blue","0.05","213","122","331","False","9"
"883","58","938","15","212121","English","red","0.05","solid","0.95","circle","0.05","cloud","1","polka-dotted","0","blue","1",NA,NA,NA,NA,NA,NA,"232","232","111","False","6"
"884","58","779","16","211212","English","striped","0","polka-dotted","1","blue","0","red","1","square","1","circle","0",NA,NA,NA,NA,NA,NA,"332","321","221","True","6"
"885","58","265","17","212222","English","red","1","square","0","green","0","striped","0.05","cloud","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,"322","132","323","True","6"
"886","59","224","3","212132","English","circle","0.65","striped","0.75","green","0.15","polka-dotted","0.5","cloud","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"133","133","223","True","5"
"887","59","118","4","212111","English","cloud","0.7","striped","0.8","green","0.65","circle","0.75","red","0.7","blue","0.7","solid","0.75",NA,NA,NA,NA,"221","222","113","True","7"
"888","59","1797","5","322132","English","circle","0.05","striped","0.15","polka-dotted","0.7","green","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","233","True","4"
"889","59","1212","6","112112","English","square","0.75","cloud","0.75","circle","0.75","red","0.5","polka-dotted","0.7","striped","0.5","blue","0.9",NA,NA,NA,NA,"332","222","121","True","7"
"890","59","1228","7","112112","English","striped","0.85","blue","0.85","red","0.5","solid","0.5","cloud","0.85","square","0.85","circle","0.8",NA,NA,NA,NA,"211","112","322","True","7"
"891","59","1981","8","323232","English","circle","0.5","solid","0.45","blue","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","211","False","3"
"892","59","921","9","212121","English","cloud","0.85","blue","0.85","square","0.25","striped","0.75","red","0.4","polka-dotted","0.5",NA,NA,NA,NA,NA,NA,"332","332","121","False","6"
"893","59","1151","10","212232","English","solid","0.8","polka-dotted","0.5","green","0.5","red","0.8","cloud","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"133","113","132","True","5"
"894","59","937","11","212121","English","solid","0.85","cloud","0.95","blue","0.5","square","0.55","striped","0.5","red","0.8",NA,NA,NA,NA,NA,NA,"321","321","112","False","6"
"895","59","106","12","212111","English","square","0.9","red","0.9","striped","0.95","blue","0.5","circle","0.5","solid","0.5","green","0.95",NA,NA,NA,NA,"212","213","321","True","7"
"896","59","1022","13","212212","English","green","0.9","solid","0.85","striped","0.5","blue","0.5","square","0.5","circle","0.95",NA,NA,NA,NA,NA,NA,"323","221","311","True","6"
"897","59","1668","14","121212","English","green","0.95","solid","0.5","striped","0.9","cloud","0.95","circle","0.5","blue","0.5",NA,NA,NA,NA,NA,NA,"123","211","211","False","6"
"898","59","796","15","211212","English","cloud","0.5","red","0.5","green","0.9","polka-dotted","0.5","striped","0.9","square","0.9",NA,NA,NA,NA,NA,NA,"322","132","133","True","6"
"899","59","1694","16","121212","English","striped","0.5","cloud","0.95","blue","0.5","green","0.85","square","0.5","solid","0.65",NA,NA,NA,NA,NA,NA,"113","321","321","False","6"
"900","59","1786","17","322132","English","polka-dotted","0.05","cloud","0.95","red","0.05","circle","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"232","232","132","True","4"
"901","60","1399","3","113211","english","striped","1","red","0","blue","1","square","0","green","0","circle","1","cloud","0",NA,NA,NA,NA,"123","221","322","True","7"
"902","60","1543","4","322112","english","cloud","1","blue","1","red","0","circle","0","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,"221","121","122","True","5"
"903","60","1296","5","111111","english","square","1","cloud","0","blue","0","solid","1","circle","0","polka-dotted","0","striped","0","red","0","green","1","231","313","122","False","9"
"904","60","1984","6","323232","english","circle","1","solid","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"213","213","213","False","3"
"905","60","2331","7","123232","english","striped","1","solid","0","square","1","red","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312","322","322","True","4"
"906","60","1664","8","121212","english","striped","1","cloud","0","solid","0","square","1","green","0","blue","1",NA,NA,NA,NA,NA,NA,"321","113","113","False","6"
"907","60","1276","9","111111","english","blue","1","polka-dotted","0","striped","1","solid","0","square","0","circle","1","red","0","green","0","cloud","0","221","113","332","False","9"
"908","60","787","10","211212","english","solid","1","striped","0","red","1","circle","1","blue","0","square","0",NA,NA,NA,NA,NA,NA,"212","311","321","True","6"
"909","60","618","11","112121","english","square","1","blue","1","green","0","circle","0","striped","0","cloud","0","polka-dotted","1",NA,NA,NA,NA,"123","223","331","True","7"
"910","60","1438","12","322111","english","polka-dotted","1","green","0","striped","0","solid","0","red","1","square","1",NA,NA,NA,NA,NA,NA,"323","313","332","True","6"
"911","60","1874","13","123212","english","green","1","striped","0","square","1","red","0","polka-dotted","1",NA,NA,NA,NA,NA,NA,NA,NA,"333","322","322","True","5"
"912","60","221","14","212132","english","square","1","polka-dotted","1","circle","0","blue","0","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"333","333","231","True","5"
"913","60","1421","15","322111","english","cloud","1","square","0","striped","0","polka-dotted","1","circle","0","green","1",NA,NA,NA,NA,NA,NA,"133","333","223","True","6"
"914","60","93","16","122111","english","striped","1","blue","0","cloud","1","solid","0","red","1","green","0","square","0",NA,NA,NA,NA,"313","111","122","True","7"
"915","60","906","17","212121","english","blue","1","circle","1","red","0","solid","0","striped","1","square","0",NA,NA,NA,NA,NA,NA,"312","312","221","False","6"
"916","61","805","3","112111","English","circle","0.65","red","0.65","striped","0.65","polka-dotted","0.4","green","0.3","square","0.3","blue","0.2","cloud","0.2",NA,NA,"222","323","131","True","8"
"917","61","2215","4","323211","English","polka-dotted","0.95","striped","0.1","solid","0.05","square","0.95","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"312","322","332","True","5"
"918","61","1265","5","111111","English","square","0","blue","0.05","circle","0","polka-dotted","0.05","striped","0","cloud","1","green","0","solid","0.95","red","1","321","112","233","False","9"
"919","61","891","6","112122","English","polka-dotted","0","red","0","striped","0","square","0.95","cloud","0","solid","1","blue","1",NA,NA,NA,NA,"322","311","132","True","7"
"920","61","1894","7","123212","English","polka-dotted","1","square","1","striped","0","green","0","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,"331","323","323","True","5"
"921","61","1014","8","212212","English","square","0","polka-dotted","0.05","blue","1","cloud","1","solid","1","green","0",NA,NA,NA,NA,NA,NA,"133","313","111","True","6"
"922","61","1740","9","212112","English","red","0.95","solid","0","polka-dotted","1","green","0","square","1","cloud","0",NA,NA,NA,NA,NA,NA,"113","112","332","True","6"
"923","61","1957","10","323232","English","red","1","square","0.95","polka-dotted","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"924","61","1622","11","211112","English","polka-dotted","0","red","0","blue","0.05","square","0","solid","1","green","0.95","cloud","1",NA,NA,NA,NA,"331","312","113","True","7"
"925","61","1532","12","322112","English","circle","1","solid","1","red","1","cloud","0","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,"132","232","212","True","5"
"926","61","1262","13","111111","English","square","0","striped","0.05","polka-dotted","0","green","1","red","0","solid","1","cloud","0.05","blue","0","circle","1","332","121","213","False","9"
"927","61","1908","14","111212","English","striped","0","green","0","red","1","solid","0","polka-dotted","1","circle","1","square","0",NA,NA,NA,NA,"232","323","313","True","7"
"928","61","856","15","112122","English","solid","0","square","1","circle","0","blue","0","green","1","polka-dotted","1","red","0",NA,NA,NA,NA,"231","212","333","True","7"
"929","61","1287","16","111111","English","blue","0","cloud","1","red","1","polka-dotted","0","solid","1","circle","0","green","0","striped","0","square","0","112","333","221","False","9"
"930","61","1659","17","121212","English","blue","0","square","0.95","green","1","solid","0.05","cloud","0","polka-dotted","1",NA,NA,NA,NA,NA,NA,"333","111","111","False","6"
"931","62","2079","3","321111","ENGLISH","polka-dotted","0.75","square","0.65","striped","0.65","red","0.7","solid","0.9","cloud","0.75","circle","0.8",NA,NA,NA,NA,"212","122","332","True","7"
"932","62","89","4","122111","ENGLISH","circle","0.6","green","0.65","striped","0.65","cloud","0.75","polka-dotted","0.7","red","0.7","square","0.7",NA,NA,NA,NA,"122","323","233","True","7"
"933","62","1034","5","212212","ENGLISH","green","0.65","blue","0.8","cloud","0.75","striped","0.7","circle","0.75","polka-dotted","0.7",NA,NA,NA,NA,NA,NA,"221","123","233","True","6"
"934","62","1286","6","111111","ENGLISH","green","0.8","red","0.75","solid","0.7","polka-dotted","0.65","striped","0.7","blue","0.65","circle","0.65","square","0.65","cloud","0.6","211","122","333","False","9"
"935","62","141","7","212111","ENGLISH","cloud","0.75","red","0.7","circle","0.7","solid","0.75","square","0.7","green","0.7","striped","0.6",NA,NA,NA,NA,"213","113","322","True","7"
"936","62","2316","8","123232","ENGLISH","solid","0.75","blue","0.8","red","0.7","square","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312","311","311","True","4"
"937","62","1689","9","121212","ENGLISH","square","0.7","striped","0.7","polka-dotted","0.7","green","0.75","red","0.75","cloud","0.7",NA,NA,NA,NA,NA,NA,"133","322","322","False","6"
"938","62","1963","10","323232","ENGLISH","square","0.8","red","0.75","solid","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"312","312","312","False","3"
"939","62","1269","11","111111","ENGLISH","striped","0.6","circle","0.6","green","0.6","solid","0.6","cloud","0.55","square","0.55","red","0.65","polka-dotted","0.6","blue","0.7","322","131","213","False","9"
"940","62","1977","12","323232","ENGLISH","cloud","0.75","polka-dotted","0.75","blue","0.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","131","False","3"
"941","62","69","13","122111","ENGLISH","cloud","0.75","red","0.85","blue","0.8","polka-dotted","0.8","square","0.85","circle","0.85","striped","0.9",NA,NA,NA,NA,"122","221","331","True","7"
"942","62","1855","14","123212","ENGLISH","red","0.8","solid","0.8","square","0.75","green","0.7","polka-dotted","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"313","332","332","True","5"
"943","62","170","15","323212","ENGLISH","striped","0.8","solid","0.8","red","0.8","circle","0.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","222","222","True","4"
"944","62","2211","16","323211","ENGLISH","green","0.65","striped","0.65","red","0.65","circle","0.7","blue","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"221","223","222","True","5"
"945","62","251","17","212222","ENGLISH","red","0.95","cloud","0.9","square","0.95","solid","0.85","polka-dotted","0.9","green","0.9",NA,NA,NA,NA,NA,NA,"333","132","313","True","6"
"946","63","1282","3","111111","english","square","1","polka-dotted","0.9","green","1","solid","1","circle","0.85","cloud","1","striped","1","red","0.9","blue","1","332","221","113","False","9"
"947","63","2272","4","213232","english","red","0.8","polka-dotted","1","square","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333","333","332","True","4"
"948","63","1070","5","113212","english","green","0.85","square","1","solid","1","red","0.95","cloud","0.85","blue","1",NA,NA,NA,NA,NA,NA,"312","113","111","True","6"
"949","63","228","6","212132","english","cloud","1","circle","0.85","striped","1","solid","0.95","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"212","212","122","True","5"
"950","63","1173","7","212232","english","square","0.85","green","1","circle","1","blue","0.85","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,"223","323","221","True","5"
"951","63","2004","8","322122","english","green","0.95","blue","1","striped","1","cloud","0.9","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,"111","113","121","True","5"
"952","63","1958","9","323232","english","red","0.95","striped","1","circle","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","222","222","False","3"
"953","63","1681","10","121212","english","solid","1","red","0.9","cloud","0.95","circle","0.95","green","1","polka-dotted","0.9",NA,NA,NA,NA,NA,NA,"132","213","213","False","6"
"954","63","1678","11","121212","english","green","0.95","polka-dotted","0.8","cloud","0.9","solid","0.95","red","1","circle","1",NA,NA,NA,NA,NA,NA,"113","232","232","False","6"
"955","63","285","12","212222","english","circle","1","striped","0.85","blue","1","square","1","red","1","polka-dotted","1",NA,NA,NA,NA,NA,NA,"232","221","332","True","6"
"956","63","571","13","213212","english","red","0.85","square","0.9","cloud","1","blue","1","solid","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"112","111","311","True","5"
"957","63","2290","14","213232","english","red","1","cloud","1","green","1","solid","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"112","112","113","True","4"
"958","63","1615","15","211112","english","square","0.85","solid","0.85","striped","1","green","1","circle","0.95","red","0.9","polka-dotted","0.8",NA,NA,NA,NA,"212","332","323","True","7"
"959","63","288","16","212222","english","cloud","0.9","square","0.9","green","1","striped","0.85","polka-dotted","1","red","0.9",NA,NA,NA,NA,NA,NA,"132","322","133","True","6"
"960","63","1981","17","323232","english","solid","1","circle","0.85","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"211","211","211","False","3"
"961","64","1343","3","122122","english","polka-dotted","0.7","green","0.3","blue","0.75","solid","0.25","circle","0.8","square","0.4",NA,NA,NA,NA,NA,NA,"333","311","213","True","6"
"962","64","718","4","212122","english","blue","0.2","striped","0.15","circle","0.2","cloud","0.9","red","0.7","polka-dotted","0.8",NA,NA,NA,NA,NA,NA,"221","231","122","True","6"
"963","64","1322","5","122122","english","cloud","0.15","circle","0.7","red","0.15","solid","0.7","polka-dotted","0.1","green","0.7",NA,NA,NA,NA,NA,NA,"232","133","112","True","6"
"964","64","1103","6","321212","english","red","0.85","blue","0","striped","0","solid","0.85","circle","0.05",NA,NA,NA,NA,NA,NA,NA,NA,"212","221","221","True","5"
"965","64","923","7","212121","english","circle","0.05","red","0.05","striped","0","polka-dotted","0.75","cloud","0.85","green","0.85",NA,NA,NA,NA,NA,NA,"222","222","133","False","6"
"966","64","1676","8","121212","english","red","0.8","solid","0","blue","0","striped","1","square","0","circle","0.9",NA,NA,NA,NA,NA,NA,"222","311","311","False","6"
"967","64","614","9","112121","english","polka-dotted","0.1","solid","0.95","square","1","green","0.05","blue","0","red","1","circle","0",NA,NA,NA,NA,"233","231","312","True","7"
