"","X","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures","obj1OC27","obj2OC27","obj3OC27","DPost_1","DPost_2","DPost_3","DPost_4","DPost_5","DPost_6","DPost_7","DPost_8","DPost_9","MPost1_1","MPost1_2","MPost1_3","MPost1_4","MPost1_5","MPost1_6","MPost1_7","MPost1_8","MPost1_9","MPost2_1","MPost2_2","MPost2_3","MPost2_4","MPost2_5","MPost2_6","MPost2_7","MPost2_8","MPost2_9"
"697",787,52,1813,9,122121,"English","red",0.35,"green",0.7,"polka-dotted",0.75,"square",0.9,"striped",0.4,"circle",0.35,NA,NA,NA,NA,NA,NA,223,323,332,"True",6,23,24,18,NA,0.101,0.261,NA,0.116,0.217,NA,0.101,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"698",788,52,230,10,212132,"English","square",0.8,"green",0.75,"solid",0.75,"cloud",0.35,"blue",0.75,NA,NA,NA,NA,NA,NA,NA,NA,111,111,313,"True",5,1,1,21,0.103,NA,0.235,0.221,NA,NA,0.221,NA,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699",789,52,929,11,212121,"English","green",0.65,"polka-dotted",0.4,"red",0.7,"square",0.9,"solid",0.35,"circle",0.3,NA,NA,NA,NA,NA,NA,212,212,333,"False",6,11,11,27,NA,0.091,0.273,0.106,NA,0.121,NA,0.212,0.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"700",790,52,883,12,112122,"English","green",0.65,"polka-dotted",0.75,"square",0.35,"blue",0.2,"circle",0.3,"cloud",0.7,"striped",0.9,NA,NA,NA,NA,233,131,323,"True",7,26,7,24,0.182,0.078,0.091,NA,0.234,0.195,0.052,NA,0.169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"701",791,52,935,13,212121,"English","circle",0.4,"polka-dotted",0.65,"green",0.85,"solid",0.3,"cloud",0.3,"red",0.8,NA,NA,NA,NA,NA,NA,133,133,212,"False",6,25,25,11,0.091,0.121,NA,0.091,NA,0.197,NA,0.242,0.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"702",792,52,445,14,321112,"English","green",0.65,"red",0.85,"solid",0.35,"blue",0.3,"circle",0.65,"square",0.95,NA,NA,NA,NA,NA,NA,211,313,312,"True",6,2,21,12,NA,0.173,0.253,0.093,NA,NA,0.08,0.227,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"703",793,52,1665,15,121212,"English","blue",0.65,"polka-dotted",0.4,"cloud",0.2,"green",0.65,"circle",0.7,"solid",0.95,NA,NA,NA,NA,NA,NA,213,131,131,"False",6,20,7,7,0.056,0.197,NA,0.268,NA,0.113,0.183,NA,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"704",794,52,154,16,323212,"English","green",0.65,"striped",0.65,"solid",0.85,"square",0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,323,323,"True",4,21,24,24,NA,NA,0.122,0.347,0.265,NA,NA,NA,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",795,52,1400,17,113211,"English","green",0.35,"striped",0.7,"polka-dotted",0.8,"cloud",0.95,"solid",0.7,"square",0.45,"circle",0.35,NA,NA,NA,NA,213,123,333,"True",7,20,22,27,0.221,0.081,0.105,0.163,0.163,0.186,NA,NA,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"706",796,53,1839,3,122121,"English ","blue",0.1,"square",0.1,"solid",0.1,"circle",0.8,"red",0.8,"striped",0.9,NA,NA,NA,NA,NA,NA,322,222,211,"True",6,15,14,2,NA,0.286,0.036,0.036,0.321,NA,0.036,0.286,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",797,53,1176,4,212232,"English ","solid",0.7,"red",0,"polka-dotted",0,"blue",0.7,"square",0.9,NA,NA,NA,NA,NA,NA,NA,NA,311,312,331,"True",5,3,12,9,NA,NA,0.391,0.304,NA,0,0.304,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"708",798,53,807,5,112111,"English ","blue",0.05,"striped",0.8,"red",0.05,"square",0,"cloud",0,"green",0,"circle",0,"solid",0,NA,NA,223,322,111,"True",8,23,15,1,0,0,0,0,0.889,NA,0.056,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",799,53,835,6,112111,"English ","cloud",0,"circle",0.8,"polka-dotted",0.05,"red",0,"green",0,"blue",0,"striped",0,"solid",0,NA,NA,211,232,123,"True",8,2,17,22,0,0.941,NA,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"710",800,53,445,7,321112,"English ","green",0,"square",0.6,"red",0,"blue",0,"circle",0,"solid",1,NA,NA,NA,NA,NA,NA,211,313,312,"True",6,2,21,12,NA,0,0.375,0.625,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"711",801,53,2235,8,323211,"English ","polka-dotted",1,"circle",0,"cloud",0,"green",0.65,"square",0,NA,NA,NA,NA,NA,NA,NA,NA,333,233,133,"True",5,27,26,25,0,0,0,NA,NA,0.606,NA,NA,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"712",802,53,708,9,212122,"English ","green",0.75,"red",0,"circle",0.7,"polka-dotted",0,"square",0,"striped",0.75,NA,NA,NA,NA,NA,NA,223,323,232,"True",6,23,24,17,NA,0.318,0,NA,0.341,0,NA,0,0.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"713",803,53,1296,10,111111,"English ","square",0,"green",0.05,"solid",0,"circle",0.05,"cloud",0,"red",0,"polka-dotted",0,"blue",0,"striped",0,231,313,122,"False",9,8,21,13,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"714",804,53,940,11,212121,"English ","polka-dotted",0.1,"green",0.05,"cloud",0.1,"circle",0.1,"red",0.1,"solid",0.15,NA,NA,NA,NA,NA,NA,132,132,213,"False",6,16,16,20,0.167,0.167,NA,0.25,NA,0.167,NA,0.167,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"715",805,53,1780,12,322132,"English ","circle",0.95,"blue",0,"striped",0.9,"red",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,221,222,"True",4,5,5,14,NA,0.514,NA,NA,0.486,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"716",806,53,1655,13,121212,"English ","blue",0.1,"cloud",0.1,"polka-dotted",0.05,"red",0,"circle",0,"striped",0,NA,NA,NA,NA,NA,NA,222,131,131,"False",6,14,7,7,0.4,0,NA,NA,0,0.2,0.4,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"717",807,53,261,14,212222,"English ","polka-dotted",0.7,"solid",0,"green",0.7,"blue",0.05,"cloud",0.15,"square",0.15,NA,NA,NA,NA,NA,NA,133,111,333,"True",6,25,1,27,0.086,NA,0.086,0,NA,0.4,0.029,NA,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"718",808,53,1686,15,121212,"English ","polka-dotted",0.05,"red",0.05,"square",0.05,"blue",0,"circle",0.05,"solid",0,NA,NA,NA,NA,NA,NA,231,312,312,"False",6,8,12,12,NA,0.25,0.25,0,NA,0.25,0,0.25,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"719",809,53,936,16,212121,"English ","red",0,"polka-dotted",0,"blue",0,"square",0,"circle",0,"striped",0,NA,NA,NA,NA,NA,NA,332,332,221,"False",6,18,18,5,NA,0.167,0.167,NA,0.167,0.167,0.167,0.167,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"720",810,53,1806,17,122121,"English ","striped",0,"cloud",0.7,"circle",0,"solid",0.75,"green",0,"blue",0.75,NA,NA,NA,NA,NA,NA,211,111,123,"True",6,2,1,22,0.318,0,NA,0.341,0,NA,0.341,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"721",811,54,1140,3,321212,"english","solid",0.75,"striped",0.1,"green",0.15,"cloud",0.05,"square",0.8,NA,NA,NA,NA,NA,NA,NA,NA,313,123,123,"True",5,21,22,22,0.027,NA,0.432,0.405,0.054,NA,NA,NA,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"722",812,54,1542,4,322112,"english","circle",0.9,"polka-dotted",0.1,"green",0.1,"blue",0.1,"square",0.1,NA,NA,NA,NA,NA,NA,NA,NA,331,333,233,"True",5,9,27,26,NA,0.692,0.077,NA,NA,0.077,0.077,NA,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"723",813,54,2075,5,321111,"english","polka-dotted",0.85,"blue",0.8,"square",0.05,"solid",0.85,"striped",0.85,"red",0.85,"green",0.85,NA,NA,NA,NA,321,332,313,"True",7,6,18,21,NA,NA,0.01,0.167,0.167,0.167,0.157,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",814,54,14,6,122112,"english","square",0.15,"blue",0.9,"striped",0.15,"circle",0.9,"polka-dotted",0.9,"green",0.1,NA,NA,NA,NA,NA,NA,331,323,223,"True",6,9,24,23,NA,0.29,0.048,NA,0.048,0.29,0.29,NA,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"725",815,54,445,7,321112,"english","red",0.9,"solid",0.15,"circle",0.9,"green",0.85,"square",0.05,"blue",0.9,NA,NA,NA,NA,NA,NA,211,313,312,"True",6,2,21,12,NA,0.24,0.013,0.04,NA,NA,0.24,0.24,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",816,54,201,8,212132,"english","striped",0.05,"blue",0.1,"solid",0.9,"green",1,"circle",0,NA,NA,NA,NA,NA,NA,NA,NA,221,221,213,"True",5,5,5,20,NA,0,NA,0.439,0.024,NA,0.049,NA,0.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"727",817,54,1214,9,112112,"english","striped",0.1,"solid",0.8,"square",0.1,"red",0.85,"circle",0.9,"blue",0.9,"green",0.95,NA,NA,NA,NA,313,322,221,"True",7,21,15,5,NA,0.196,0.022,0.174,0.022,NA,0.196,0.185,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"728",818,54,915,10,212121,"english","striped",0.9,"blue",0.95,"green",0.05,"square",0.95,"solid",0.1,"cloud",0.1,NA,NA,NA,NA,NA,NA,113,113,321,"False",6,19,19,6,0.033,NA,0.311,0.033,0.295,NA,0.311,NA,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"729",819,54,1687,11,121212,"english","polka-dotted",0.9,"blue",0.95,"solid",0.15,"green",0.15,"cloud",0.95,"circle",0.1,NA,NA,NA,NA,NA,NA,131,213,213,"False",6,7,20,20,0.297,0.031,NA,0.047,NA,0.281,0.297,NA,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"730",820,54,1657,12,121212,"english","polka-dotted",0.1,"green",0.05,"red",1,"solid",0.95,"circle",0.1,"cloud",0.9,NA,NA,NA,NA,NA,NA,112,233,233,"False",6,10,26,26,0.29,0.032,NA,0.306,NA,0.032,NA,0.323,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"731",821,54,1694,13,121212,"english","striped",0.05,"blue",0.05,"green",0.95,"solid",0.95,"square",0.15,"cloud",0.9,NA,NA,NA,NA,NA,NA,113,321,321,"False",6,19,6,6,0.295,NA,0.049,0.311,0.016,NA,0.016,NA,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"732",822,54,935,14,212121,"english","solid",0.9,"cloud",0.1,"red",0.9,"polka-dotted",0.05,"circle",0.9,"green",0.05,NA,NA,NA,NA,NA,NA,133,133,212,"False",6,25,25,11,0.034,0.31,NA,0.31,NA,0.017,NA,0.31,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"733",823,54,824,15,112111,"english","square",0.9,"blue",0.95,"striped",0.95,"red",0.95,"polka-dotted",0,"green",0.9,"cloud",1,"circle",0.95,NA,NA,331,133,222,"True",8,9,25,14,0.152,0.144,0.136,NA,0.144,0,0.144,0.144,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"734",824,54,1749,16,212112,"english","circle",0.95,"blue",0.9,"polka-dotted",1,"green",0.05,"square",0.05,"striped",0.1,NA,NA,NA,NA,NA,NA,223,323,331,"True",6,23,24,9,NA,0.311,0.016,NA,0.033,0.328,0.295,NA,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"735",825,54,151,17,323212,"english","polka-dotted",0.1,"green",0.05,"circle",0,"solid",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,233,233,"True",4,20,26,26,NA,0,NA,0.87,NA,0.087,NA,NA,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"736",826,55,2280,3,213232,"English","solid",0.95,"striped",0.5,"circle",0,"red",0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,222,212,"True",4,14,14,11,NA,0,NA,0.559,0.294,NA,NA,0.147,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",827,55,2273,4,213232,"English","circle",0.05,"blue",0.25,"striped",1,"solid",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,211,221,"True",4,2,2,5,NA,0.028,NA,0.278,0.556,NA,0.139,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"738",828,55,2201,5,323211,"English","square",0.9,"circle",0.9,"blue",0.1,"cloud",0.9,"striped",0.05,NA,NA,NA,NA,NA,NA,NA,NA,321,221,121,"True",5,6,5,4,0.316,0.316,0.316,NA,0.018,NA,0.035,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"739",829,55,1901,6,111212,"English","striped",0.9,"blue",0.9,"circle",0.9,"red",0.15,"solid",0.8,"cloud",0,"polka-dotted",0.9,NA,NA,NA,NA,221,132,112,"True",7,5,16,10,0,0.198,NA,0.176,0.198,0.198,0.198,0.033,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"740",830,55,1283,7,111111,"English","red",1,"circle",1,"solid",0.9,"polka-dotted",1,"green",1,"square",0.9,"blue",1,"striped",0.95,"cloud",1,131,322,213,"False",9,7,15,20,0.114,0.114,0.103,0.103,0.109,0.114,0.114,0.114,0.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"741",831,55,818,8,112111,"English","green",1,"circle",0.9,"cloud",0.9,"polka-dotted",0.9,"blue",1,"square",0.9,"red",1,"solid",0.2,NA,NA,212,313,131,"True",8,11,21,7,0.132,0.132,0.132,0.029,NA,0.132,0.147,0.147,0.147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"742",832,55,2159,9,121111,"English","blue",1,"green",1,"polka-dotted",0.85,"striped",0.85,"solid",0.65,"circle",0,"square",1,"red",1,NA,NA,321,233,212,"True",8,6,26,11,NA,0,0.157,0.102,0.134,0.134,0.157,0.157,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"743",833,55,2289,10,213232,"English","cloud",0,"circle",1,"green",0,"polka-dotted",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,133,233,"True",4,25,25,26,0,1,NA,NA,NA,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"744",834,55,926,11,212121,"English","blue",1,"cloud",0,"solid",0,"square",1,"striped",1,"red",0,NA,NA,NA,NA,NA,NA,112,112,321,"False",6,10,10,6,0,NA,0.333,0,0.333,NA,0.333,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"745",835,55,948,12,212121,"English","red",0,"cloud",1,"square",0,"blue",1,"solid",1,"striped",0,NA,NA,NA,NA,NA,NA,322,322,111,"False",6,15,15,1,0.333,NA,0,0.333,0,NA,0.333,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"746",836,55,312,13,213211,"English","circle",1,"blue",0,"polka-dotted",1,"striped",1,"solid",0.85,"cloud",0.05,NA,NA,NA,NA,NA,NA,121,131,211,"True",6,4,7,2,0.013,0.256,NA,0.218,0.256,0.256,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"747",837,55,777,14,211212,"English","cloud",1,"striped",0.9,"green",0.9,"red",0,"solid",0,"square",0.5,NA,NA,NA,NA,NA,NA,122,312,313,"True",6,13,12,21,0.303,NA,0.152,0,0.273,NA,NA,0,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"748",838,55,1973,15,323232,"English","circle",1,"green",1,"striped",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,223,223,"False",3,23,23,23,NA,0.333,NA,NA,0.333,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"749",839,55,498,16,211111,"English","circle",1,"cloud",1,"striped",0.5,"green",1,"blue",0.95,"red",1,"square",0.9,"polka-dotted",1,NA,NA,221,323,132,"True",8,5,24,16,0.136,0.136,0.122,NA,0.068,0.136,0.129,0.136,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"750",840,55,1985,17,323232,"English","solid",1,"blue",1,"cloud",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,111,111,"False",3,1,1,1,0.333,NA,NA,0.333,NA,NA,0.333,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",841,56,822,3,112111,"English","green",0.1,"striped",1,"blue",0.85,"polka-dotted",0.85,"square",0.9,"circle",0.8,"solid",0,"cloud",0.85,NA,NA,123,313,231,"True",8,22,21,8,0.159,0.15,0.168,0,0.187,0.159,0.159,NA,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"752",842,56,574,4,213212,"English","polka-dotted",0.05,"striped",1,"cloud",1,"circle",1,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,133,233,223,"True",5,25,26,23,0.328,0.328,NA,NA,0.328,0.016,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"753",843,56,928,5,212121,"English","square",0,"green",0,"solid",0,"striped",0.65,"blue",1,"circle",1,NA,NA,NA,NA,NA,NA,323,323,211,"False",6,24,24,2,NA,0.377,0,0,0.245,NA,0.377,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"754",844,56,740,6,212122,"English","green",0,"polka-dotted",0.8,"blue",0.85,"square",0.85,"striped",0.85,"cloud",0.85,NA,NA,NA,NA,NA,NA,133,123,331,"True",6,25,22,9,0.202,NA,0.202,NA,0.202,0.19,0.202,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",845,56,1963,7,323232,"English","red",0,"square",0,"solid",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,312,312,312,"False",3,12,12,12,NA,NA,0.333,0.333,NA,NA,NA,0.333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"756",846,56,1115,8,321212,"English","cloud",0,"square",1,"blue",0,"striped",1,"polka-dotted",0,NA,NA,NA,NA,NA,NA,NA,NA,321,131,131,"True",5,6,7,7,0,NA,0.5,NA,0.5,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"757",847,56,19,9,122112,"English","polka-dotted",0,"blue",0.15,"square",1,"cloud",1,"striped",1,"red",1,NA,NA,NA,NA,NA,NA,322,331,131,"True",6,15,9,7,0.241,NA,0.241,NA,0.241,0,0.036,0.241,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",848,56,949,10,212121,"English","striped",1,"red",0,"polka-dotted",0,"circle",1,"green",1,"square",0,NA,NA,NA,NA,NA,NA,332,332,223,"False",6,18,18,23,NA,0.333,0,NA,0.333,0,NA,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"759",849,56,1663,11,121212,"English","blue",1,"polka-dotted",1,"striped",0,"circle",1,"red",0,"cloud",0,NA,NA,NA,NA,NA,NA,231,122,122,"False",6,8,13,13,0,0.333,NA,NA,0,0.333,0.333,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"760",850,56,1960,12,323232,"English","striped",0,"circle",0,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223,223,223,"False",3,23,23,23,NA,0.333,NA,NA,0.333,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"761",851,56,1426,13,322111,"English","cloud",1,"solid",0.05,"green",0,"circle",1,"blue",1,"square",1,NA,NA,NA,NA,NA,NA,213,113,311,"True",6,20,19,3,0.247,0.247,0.247,0.012,NA,NA,0.247,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"762",852,56,761,14,211212,"English","red",1,"cloud",1,"polka-dotted",0,"circle",0,"striped",1,"green",0,NA,NA,NA,NA,NA,NA,132,233,223,"True",6,16,26,23,0.333,0,NA,NA,0.333,0,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"763",853,56,2087,15,321111,"English","square",1,"polka-dotted",1,"cloud",1,"striped",1,"red",0,"circle",1,"solid",0,NA,NA,NA,NA,312,232,122,"True",7,12,17,13,0.2,0.2,0.2,0,0.2,0.2,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"764",854,56,2116,16,111112,"English","cloud",1,"red",1,"striped",1,"square",1,"green",1,"blue",1,"solid",0,"circle",1,NA,NA,121,212,313,"True",8,4,11,21,0.143,0.143,0.143,0,0.143,NA,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"765",855,56,418,17,321112,"English","red",0,"circle",1,"green",1,"polka-dotted",0,"cloud",1,"square",1,NA,NA,NA,NA,NA,NA,133,232,332,"True",6,25,17,18,0.25,0.25,0.25,NA,NA,0,NA,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"766",856,57,1452,3,123211,"English","polka-dotted",0,"cloud",0.75,"square",0,"striped",0,"solid",0,"blue",1,NA,NA,NA,NA,NA,NA,321,131,111,"True",6,6,7,1,0.429,NA,0,0,0,0,0.571,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"767",857,57,1866,4,123212,"English","circle",0,"green",1,"solid",0,"striped",0,"square",0.75,NA,NA,NA,NA,NA,NA,NA,NA,223,313,313,"True",5,23,21,21,NA,0,0.429,0,0,NA,NA,NA,0.571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"768",858,57,861,5,112122,"English","solid",0,"polka-dotted",0.7,"square",0,"cloud",0,"blue",0,"circle",0,"green",0.7,NA,NA,NA,NA,233,131,313,"True",7,26,7,21,0,0,0,0,NA,0.5,0,NA,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"769",859,57,1979,6,323232,"English","solid",1,"green",1,"square",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,313,313,"False",3,21,21,21,NA,NA,0.333,0.333,NA,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"770",860,57,1994,7,323232,"English","circle",1,"striped",1,"red",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,222,222,222,"False",3,14,14,14,NA,0.333,NA,NA,0.333,NA,NA,0.333,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"771",861,57,1614,8,211112,"English","circle",0,"green",0.8,"square",0,"cloud",0,"blue",0,"solid",0,"polka-dotted",0.8,NA,NA,NA,NA,313,133,231,"True",7,21,25,8,0,0,0,0,NA,0.5,0,NA,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"772",862,57,1545,9,322112,"English","cloud",0,"circle",0.8,"red",0.8,"solid",1,"green",0,NA,NA,NA,NA,NA,NA,NA,NA,213,212,112,"True",5,20,11,10,0,0.308,NA,0.385,NA,NA,NA,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"773",863,57,1363,10,113211,"English","green",0,"solid",0,"striped",0,"red",0,"blue",0,"square",1,"polka-dotted",0,NA,NA,NA,NA,311,322,333,"True",7,3,15,27,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"774",864,57,385,11,122132,"English","cloud",1,"polka-dotted",0.8,"blue",0.8,"red",0,"striped",0,NA,NA,NA,NA,NA,NA,NA,NA,121,131,132,"True",5,4,7,16,0.385,NA,NA,NA,0,0.308,0.308,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"775",865,57,931,12,212121,"English","red",0,"circle",1,"striped",1,"square",0,"blue",1,"solid",0,NA,NA,NA,NA,NA,NA,221,221,312,"False",6,5,5,12,NA,0.333,0,0,0.333,NA,0.333,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"776",866,57,814,13,112111,"English","green",0,"blue",0,"circle",0,"red",0,"square",0,"polka-dotted",0,"cloud",0,"solid",1,NA,NA,112,213,331,"True",8,10,20,9,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"777",867,57,1984,14,323232,"English","green",1,"solid",1,"circle",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,213,213,"False",3,20,20,20,NA,0.333,NA,0.333,NA,NA,NA,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"778",868,57,905,15,212121,"English","square",1,"green",0,"solid",1,"polka-dotted",0,"circle",0,"red",1,NA,NA,NA,NA,NA,NA,312,312,233,"False",6,12,12,26,NA,0,0.333,0.333,NA,0,NA,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",869,57,2162,16,121111,"English","square",1,"striped",0,"solid",0,"blue",0,"cloud",0,"polka-dotted",0,"red",0,"green",0,NA,NA,122,331,313,"True",8,13,9,21,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"780",870,57,2068,17,321111,"English","solid",0,"circle",0,"striped",0,"cloud",0,"square",0,"green",1,"polka-dotted",0,NA,NA,NA,NA,323,233,113,"True",7,24,26,19,0,0,0,0,0,0,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"781",871,58,128,3,212111,"English","square",0.05,"circle",0,"striped",1,"cloud",1,"blue",1,"solid",0,"red",0,NA,NA,NA,NA,312,212,121,"True",7,12,11,4,0.328,0,0.016,0,0.328,NA,0.328,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
